transaction_date,spending_type,category,subcategory,merchant_name,amount,description
2025-04-26,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,118000.0,
2025-04-26,Kebutuhan,Food,Dinner,RM Sunda Kelapa,114000.0,
2025-04-26,Kebutuhan,"Communication, PC",Internet,Biznet,224000.0,
2025-04-26,Keinginan,Transportation,Motorcycle,Custom Accessories,290000.0,
2025-04-26,Keinginan,Pet,Medicine,Vet Apothecary,276000.0,
2025-04-27,Kebutuhan,Food,Dinner,Warung Pak Budi,40000.0,
2025-04-27,Kebutuhan,Food,Beverages,Alfamart,7000.0,
2025-04-27,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,30000.0,
2025-04-27,Kebutuhan,Transportation,Fuel,BP,31000.0,
2025-04-28,Kebutuhan,Food,Breakfast,Family Mart,14000.0,
2025-04-28,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,283000.0,
2025-04-28,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,56000.0,
2025-04-29,Kebutuhan,"Communication, PC",Internet,MyRepublic,194000.0,
2025-04-29,Keinginan,Relationship,Girlfriend,Senayan City,343000.0,
2025-04-29,Keinginan,Relationship,Girlfriend,AEON Mall,39000.0,
2025-04-29,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,331000.0,
2025-04-29,Kebutuhan,Food,Beverages,Circle K,12000.0,
2025-04-30,Kebutuhan,Transportation,Toll,e-Toll Mandiri,18000.0,
2025-04-30,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,224000.0,
2025-04-30,Kebutuhan,Food,Dinner,Warung Pak Budi,83000.0,
2025-04-30,Kebutuhan,Food,Dinner,Warung Pak Budi,108000.0,
2025-04-30,Keinginan,Pet,Grooming,Cat Spa Jakarta,168000.0,
2025-04-30,Keinginan,Household,Kitchen,Tokopedia,247000.0,
2025-05-01,Keinginan,Life,Work,Notion,177000.0,
2025-05-02,Keinginan,Household,Repair,Fix It Shop,130000.0,
2025-05-02,Kebutuhan,Food,Dinner,Warung Pak Budi,95000.0,
2025-05-02,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,76000.0,
2025-05-02,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,396000.0,
2025-05-03,Keinginan,Relationship,Girlfriend,Plaza Indonesia,183000.0,
2025-05-03,Keinginan,Pet,Grooming,Petshop Bersih,125000.0,
2025-05-03,Keinginan,Food,Dinner,Pepper Lunch,205000.0,
2025-05-03,Kebutuhan,Food,Dinner,Warung Pak Budi,54000.0,
2025-05-04,Keinginan,Relationship,Girlfriend,Senayan City,374000.0,
2025-05-04,Keinginan,Culture,Books,Periplus,175000.0,
2025-05-04,Keinginan,Food,Dinner,Pepper Lunch,136000.0,
2025-05-04,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,71000.0,
2025-05-05,Keinginan,Food,Beverages,Janji Jiwa,44000.0,
2025-05-05,Kebutuhan,Transportation,Fuel,Shell,37000.0,
2025-05-05,Kebutuhan,Food,Lunch,Geprek Bensu,83000.0,
2025-05-05,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,217000.0,
2025-05-05,Keinginan,Pet,Vet,Drh. Pratama Clinic,513000.0,
2025-05-06,Keinginan,Transportation,Parking,Mall Parking,11000.0,
2025-05-06,Keinginan,"Communication, PC",Games,Codashop,181000.0,
2025-05-07,Kebutuhan,Food,Dinner,Warung Pak Budi,59000.0,
2025-05-07,Keinginan,Relationship,Girlfriend,Plaza Indonesia,34000.0,
2025-05-07,Kebutuhan,Household,Household Assistance,House Cleaning Service,467000.0,
2025-05-08,Keinginan,Food,Dinner,Sushi Tei,68000.0,
2025-05-08,Kebutuhan,Food,Beverages,Lawson,13000.0,
2025-05-09,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,115000.0,
2025-05-09,Keinginan,Household,Repair,Tukang Servis,478000.0,
2025-05-09,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,123000.0,
2025-05-09,Kebutuhan,Transportation,Fuel,Vivo,74000.0,
2025-05-09,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,196000.0,
2025-05-10,Kebutuhan,Gift,Charity,Baznas,123000.0,
2025-05-10,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,152000.0,
2025-05-10,Kebutuhan,Transportation,Motorcycle,AHASS Honda,141000.0,
2025-05-10,Kebutuhan,Transportation,Fuel,Pertamina,83000.0,
2025-05-11,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,248000.0,
2025-05-11,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,99000.0,
2025-05-11,Keinginan,Health,Medicine,Guardian,25000.0,
2025-05-11,Keinginan,Relationship,Girlfriend,Senayan City,213000.0,
2025-05-11,Kebutuhan,Food,Dinner,RM Sunda Kelapa,26000.0,
2025-05-12,Kebutuhan,Beauty,Beauty,Pangkas Rambut Jaya,77000.0,
2025-05-13,Keinginan,Relationship,Girlfriend,Senayan City,193000.0,
2025-05-13,Keinginan,Food,Lunch,McDonald's,182000.0,
2025-05-13,Kebutuhan,Food,Breakfast,Family Mart,24000.0,
2025-05-13,Keinginan,Transportation,Parking,Secure Parking,7000.0,
2025-05-13,Kebutuhan,Household,Bath,Guardian,20000.0,
2025-05-14,Kebutuhan,Food,Dinner,Warung Pak Budi,96000.0,
2025-05-14,Keinginan,Relationship,Friend,Pisa Kafe,135000.0,
2025-05-14,Keinginan,Food,Beverages,Fore Coffee,15000.0,
2025-05-14,Keinginan,"Communication, PC",Devices,Samsung Store,176000.0,
2025-05-14,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,90000.0,
2025-05-14,Keinginan,Life,Travel,AirAsia,238000.0,
2025-05-14,Kebutuhan,Apparel,Laundry,Express Laundry,44000.0,
2025-05-15,Kebutuhan,Food,Dinner,Warung Pak Budi,91000.0,
2025-05-15,Kebutuhan,Food,Beverages,Lawson,7000.0,
2025-05-15,Kebutuhan,Transportation,Motorcycle,AHASS Honda,35000.0,
2025-05-16,Keinginan,Household,Kitchen,Tokopedia,296000.0,
2025-05-16,Keinginan,Pet,Medicine,Guardian Pet,144000.0,
2025-05-16,Keinginan,Other,,Transfer Dana,80000.0,
2025-05-17,Kebutuhan,Transportation,Motorcycle,AHASS Honda,166000.0,
2025-05-17,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,380000.0,
2025-05-17,Keinginan,Food,Lunch,KFC,198000.0,
2025-05-18,Kebutuhan,Gift,Charity,Yayasan Peduli,238000.0,
2025-05-18,Keinginan,Life,Work,Notion,219000.0,
2025-05-18,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,21000.0,
2025-05-18,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,98000.0,
2025-05-18,Kebutuhan,"Communication, PC",Internet,Indihome,301000.0,
2025-05-19,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,187000.0,
2025-05-19,Keinginan,Household,Home Decor,IKEA,463000.0,
2025-05-19,Kebutuhan,Transportation,Toll,Flazz BCA,18000.0,
2025-05-19,Kebutuhan,Transportation,Fuel,Pertamina,64000.0,
2025-05-20,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,16000.0,
2025-05-20,Kebutuhan,Household,Electric,PLN Token,261000.0,
2025-05-21,Keinginan,Pet,Medicine,Petshop Paws,64000.0,
2025-05-21,Keinginan,Relationship,Girlfriend,Senayan City,74000.0,
2025-05-21,Kebutuhan,Apparel,Pants,Zara,191000.0,
2025-05-21,Keinginan,Food,Beverages,Teh Pucuk,39000.0,
2025-05-21,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,71000.0,
2025-05-22,Kebutuhan,Food,Beverages,Lawson,20000.0,
2025-05-22,Keinginan,Culture,Books,Gramedia,193000.0,
2025-05-23,Keinginan,Food,Lunch,A&W,100000.0,
2025-05-24,Kebutuhan,Beauty,Beauty,Markas Barbershop,64000.0,
2025-05-24,Keinginan,Pet,Litter,Shopee Pet Store,137000.0,
2025-05-24,Keinginan,Relationship,Girlfriend,AEON Mall,113000.0,
2025-05-24,Kebutuhan,Apparel,Laundry,Laundry Kiloan Bu Yanti,49000.0,
2025-05-24,Kebutuhan,Household,Household Assistance,House Cleaning Service,154000.0,
2025-05-24,Keinginan,"Communication, PC",Devices,iBox,973000.0,
2025-05-27,Kebutuhan,Transportation,Motorcycle,AHASS Honda,28000.0,
2025-05-28,Keinginan,Relationship,Parents,Transfer BCA,273000.0,
2025-05-28,Keinginan,Pet,Medicine,Guardian Pet,182000.0,
2025-05-29,Kebutuhan,"Communication, PC",Internet,First Media,497000.0,
2025-05-29,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,27000.0,
2025-05-30,Keinginan,Food,Beverages,Fore Coffee,35000.0,
2025-05-30,Kebutuhan,Food,Dinner,RM Sunda Kelapa,117000.0,
2025-05-30,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,72000.0,
2025-05-30,Keinginan,Household,Kitchen,ACE Hardware,200000.0,
2025-05-30,Kebutuhan,Life,Work,Parking Kantor,142000.0,
2025-05-31,Kebutuhan,Food,Dinner,Warteg Bu Siti,65000.0,
2025-05-31,Keinginan,Food,Lunch,Burger King,140000.0,
2025-06-01,Keinginan,Pet,Food,Petco,179000.0,
2025-06-01,Keinginan,Relationship,Girlfriend,Senayan City,363000.0,
2025-06-01,Keinginan,Relationship,Girlfriend,Plaza Indonesia,47000.0,
2025-06-01,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,48000.0,
2025-06-02,Kebutuhan,Transportation,Toll,e-Toll Mandiri,77000.0,
2025-06-02,Keinginan,Relationship,Girlfriend,AEON Mall,359000.0,
2025-06-02,Kebutuhan,Food,Lunch,Geprek Bensu,49000.0,
2025-06-02,Keinginan,Food,Dinner,Sushi Tei,174000.0,
2025-06-02,Keinginan,Pet,Food,Royal Canin Store,127000.0,
2025-06-03,Kebutuhan,Transportation,Fuel,Vivo,43000.0,
2025-06-03,Keinginan,Food,Beverages,Kopi Kenangan,31000.0,
2025-06-03,Kebutuhan,Food,Dinner,RM Sunda Kelapa,55000.0,
2025-06-04,Keinginan,Food,Lunch,KFC,133000.0,
2025-06-04,Kebutuhan,Gift,Charity,UNICEF Indonesia,69000.0,
2025-06-04,Kebutuhan,"Communication, PC",Internet,Biznet,488000.0,
2025-06-05,Kebutuhan,Food,Dinner,Warung Pak Budi,119000.0,
2025-06-05,Kebutuhan,Food,Lunch,Kantin Pak RT,67000.0,
2025-06-05,Keinginan,Food,Lunch,A&W,126000.0,
2025-06-06,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,51000.0,
2025-06-06,Keinginan,Transportation,Parking,Mall Parking,21000.0,
2025-06-06,Keinginan,Food,Lunch,Pizza Hut,150000.0,
2025-06-08,Keinginan,Relationship,Social,Warung Daun,91000.0,
2025-06-08,Keinginan,Relationship,Girlfriend,Plaza Indonesia,367000.0,
2025-06-08,Kebutuhan,Food,Lunch,Bakso Akbar,77000.0,
2025-06-08,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,115000.0,
2025-06-08,Keinginan,Relationship,Girlfriend,AEON Mall,299000.0,
2025-06-09,Kebutuhan,Culture,Music,iTunes,57000.0,
2025-06-09,Keinginan,Food,Beverages,Chatime,29000.0,
2025-06-09,Keinginan,Pet,Medicine,Petshop Paws,283000.0,
2025-06-10,Keinginan,Other,,OVO Wallet,175000.0,
2025-06-10,Kebutuhan,Transportation,Subway,KRL Commuter,3000.0,
2025-06-10,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,17000.0,
2025-06-11,Kebutuhan,"Communication, PC",Internet,Biznet,219000.0,
2025-06-11,Kebutuhan,Food,Lunch,Geprek Bensu,76000.0,
2025-06-12,Keinginan,Other,,OVO Wallet,198000.0,
2025-06-12,Kebutuhan,Transportation,Toll,Flazz BCA,21000.0,
2025-06-12,Keinginan,Relationship,Parents,OVO Transfer,199000.0,
2025-06-12,Keinginan,Culture,Apps,Spotify,40000.0,
2025-06-13,Keinginan,Pet,Medicine,Guardian Pet,292000.0,
2025-06-13,Kebutuhan,Transportation,Motorcycle,AHASS Honda,172000.0,
2025-06-13,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,340000.0,
2025-06-14,Kebutuhan,Beauty,Beauty,Barbershop Rapi,73000.0,
2025-06-14,Kebutuhan,Food,Lunch,Geprek Bensu,46000.0,
2025-06-14,Kebutuhan,Food,Dinner,Warteg Bu Siti,47000.0,
2025-06-14,Kebutuhan,Relationship,Parents,BRI Transfer,117000.0,
2025-06-15,Kebutuhan,Household,Electric,PLN Token,439000.0,
2025-06-15,Kebutuhan,Transportation,Fuel,Shell,87000.0,
2025-06-15,Kebutuhan,Food,Dinner,RM Sunda Kelapa,120000.0,
2025-06-16,Tabungan,Other,,Dana Darurat BCA,1497000.0,
2025-06-16,Keinginan,Relationship,Girlfriend,AEON Mall,236000.0,
2025-06-16,Keinginan,Household,Appliances,Electronic City,661000.0,
2025-06-16,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,114000.0,
2025-06-16,Kebutuhan,Transportation,Motorcycle,AHASS Honda,173000.0,
2025-06-16,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,122000.0,
2025-06-17,Keinginan,Food,Dinner,Marugame Udon,140000.0,
2025-06-17,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,43000.0,
2025-06-17,Keinginan,Pet,Litter,Petco,145000.0,
2025-06-17,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,254000.0,
2025-06-18,Keinginan,Household,Repair,Tukang Servis,153000.0,
2025-06-19,Keinginan,Food,Beverages,Janji Jiwa,40000.0,
2025-06-19,Kebutuhan,Food,Beverages,Alfamart,20000.0,
2025-06-19,Keinginan,Food,Dinner,Marugame Udon,122000.0,
2025-06-20,Keinginan,Culture,Apps,Netflix,22000.0,
2025-06-20,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,65000.0,
2025-06-20,Keinginan,Food,Beverages,Chatime,33000.0,
2025-06-21,Kebutuhan,Transportation,Fuel,Shell,84000.0,
2025-06-21,Keinginan,Relationship,Girlfriend,Senayan City,222000.0,
2025-06-22,Kebutuhan,Transportation,Fuel,Pertamina,90000.0,
2025-06-22,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,56000.0,
2025-06-22,Keinginan,Pet,Medicine,Guardian Pet,190000.0,
2025-06-23,Keinginan,Food,Dinner,Marugame Udon,225000.0,
2025-06-23,Kebutuhan,Food,Dinner,Warung Pak Budi,60000.0,
2025-06-23,Kebutuhan,Food,Dinner,Warteg Bu Siti,33000.0,
2025-06-24,Keinginan,Food,Beverages,Janji Jiwa,11000.0,
2025-06-24,Keinginan,Pet,Litter,Shopee Pet Store,126000.0,
2025-06-24,Kebutuhan,Transportation,Fuel,Shell,73000.0,
2025-06-24,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,291000.0,
2025-06-24,Keinginan,Food,Beverages,Chatime,20000.0,
2025-06-24,Keinginan,Relationship,Girlfriend,AEON Mall,80000.0,
2025-06-24,Keinginan,Food,Beverages,Kopi Kenangan,11000.0,
2025-06-25,Kebutuhan,Transportation,Online Ride,Grab,34000.0,
2025-06-25,Keinginan,Relationship,Girlfriend,AEON Mall,248000.0,
2025-06-25,Keinginan,Relationship,Girlfriend,Plaza Indonesia,175000.0,
2025-06-25,Kebutuhan,Transportation,Fuel,BP,61000.0,
2025-06-26,Keinginan,"Communication, PC",Games,Codashop,182000.0,
2025-06-26,Keinginan,Pet,Food,Royal Canin Store,139000.0,
2025-06-26,Kebutuhan,Health,Medicine,Kimia Farma,80000.0,
2025-06-27,Keinginan,Pet,Vet,Jakarta Animal Hospital,492000.0,
2025-06-27,Keinginan,Relationship,Work Colleagues,Rocket Chicken,72000.0,
2025-06-28,Kebutuhan,Food,Lunch,Bakso Akbar,62000.0,
2025-06-28,Keinginan,Food,Beverages,Janji Jiwa,49000.0,
2025-06-28,Kebutuhan,Food,Dinner,Warung Pak Budi,115000.0,
2025-06-29,Keinginan,Food,Beverages,Teh Pucuk,17000.0,
2025-06-30,Keinginan,"Communication, PC",Games,UniPin,186000.0,
2025-06-30,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,52000.0,
2025-06-30,Keinginan,Household,Kitchen,Tokopedia,100000.0,
2025-06-30,Keinginan,Pet,Medicine,Petshop Paws,165000.0,
2025-06-30,Keinginan,Pet,Vet,Drh. Pratama Clinic,590000.0,
2025-06-30,Keinginan,Other,,OVO Wallet,104000.0,
2025-07-01,Kebutuhan,Food,Lunch,Kantin Pak RT,40000.0,
2025-07-01,Keinginan,Other,,OVO Wallet,130000.0,
2025-07-01,Keinginan,Relationship,Girlfriend,Plaza Indonesia,119000.0,
2025-07-01,Kebutuhan,Gift,Charity,Masjid Al-Ikhlas,69000.0,
2025-07-02,Keinginan,Culture,Music,Loket.com,82000.0,
2025-07-02,Keinginan,Relationship,Girlfriend,Plaza Indonesia,77000.0,
2025-07-02,Kebutuhan,Transportation,Fuel,Pertamina,41000.0,
2025-07-03,Kebutuhan,Gift,Charity,Yayasan Peduli,85000.0,
2025-07-04,Keinginan,Relationship,Friend,Holywings,139000.0,
2025-07-04,Keinginan,Life,"Massage, Therapy",Thai Massage,120000.0,
2025-07-05,Keinginan,Pet,Litter,Petco,85000.0,
2025-07-05,Keinginan,Transportation,Toll,e-Toll,46000.0,
2025-07-05,Kebutuhan,Food,Beverages,Circle K,17000.0,
2025-07-05,Keinginan,Relationship,Work Colleagues,Es Teler 77,107000.0,
2025-07-06,Keinginan,Food,Beverages,Kopi Kenangan,18000.0,
2025-07-06,Keinginan,Relationship,Social,Warung Daun,98000.0,
2025-07-07,Keinginan,Culture,Apps,YouTube Premium,18000.0,
2025-07-07,Keinginan,Household,Kitchen,IKEA,76000.0,
2025-07-07,Keinginan,Food,Beverages,Chatime,23000.0,
2025-07-09,Kebutuhan,Gift,Charity,Baznas,94000.0,
2025-07-10,Keinginan,Food,Dinner,Kimukatsu,68000.0,
2025-07-10,Kebutuhan,Transportation,Toll,e-Toll Mandiri,18000.0,
2025-07-10,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,50000.0,
2025-07-10,Keinginan,Food,Beverages,Fore Coffee,19000.0,
2025-07-11,Keinginan,Pet,Medicine,Petshop Paws,141000.0,
2025-07-11,Kebutuhan,Food,Dinner,Warteg Bu Siti,70000.0,
2025-07-11,Kebutuhan,Food,Lunch,Bakso Akbar,67000.0,
2025-07-11,Kebutuhan,Transportation,Parking,Secure Parking,6000.0,
2025-07-11,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,164000.0,
2025-07-12,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,83000.0,
2025-07-12,Keinginan,Pet,Medicine,Petshop Paws,70000.0,
2025-07-13,Keinginan,Transportation,Parking,Secure Parking,22000.0,
2025-07-13,Kebutuhan,Food,Dinner,Warteg Bu Siti,112000.0,
2025-07-13,Kebutuhan,Health,Medicine,Kimia Farma,14000.0,
2025-07-14,Keinginan,Relationship,Girlfriend,AEON Mall,132000.0,
2025-07-15,Keinginan,Relationship,Girlfriend,Senayan City,328000.0,
2025-07-15,Keinginan,Pet,Vet,Drh. Pratama Clinic,474000.0,
2025-07-15,Kebutuhan,Food,Beverages,Indomaret,10000.0,
2025-07-15,Keinginan,Culture,Books,Gramedia,58000.0,
2025-07-16,Kebutuhan,Transportation,Motorcycle,Bengkel Jaya Motor,87000.0,
2025-07-16,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,209000.0,
2025-07-16,Kebutuhan,Culture,Music,iTunes,57000.0,
2025-07-16,Keinginan,Relationship,Girlfriend,Senayan City,166000.0,
2025-07-16,Kebutuhan,Life,Work,Grab Office,98000.0,
2025-07-16,Keinginan,Other,,OVO Wallet,152000.0,
2025-07-16,Kebutuhan,Household,Bath,Alfamart,13000.0,
2025-07-17,Kebutuhan,Life,Work,Parking Kantor,58000.0,
2025-07-17,Kebutuhan,"Communication, PC",Accesories,Tokopedia,148000.0,
2025-07-18,Keinginan,Food,Beverages,Fore Coffee,50000.0,
2025-07-18,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,71000.0,
2025-07-18,Keinginan,Food,Beverages,Fore Coffee,34000.0,
2025-07-19,Keinginan,Relationship,Girlfriend,Senayan City,70000.0,
2025-07-19,Kebutuhan,"Communication, PC",Internet,Biznet,251000.0,
2025-07-19,Keinginan,Food,Beverages,Kopi Kenangan,34000.0,
2025-07-20,Keinginan,Food,Dinner,Kimukatsu,98000.0,
2025-07-20,Kebutuhan,Transportation,Motorcycle,Yamaha Service,68000.0,
2025-07-20,Kebutuhan,Food,Lunch,Kantin Pak RT,43000.0,
2025-07-21,Kebutuhan,Household,Bath,Alfamart,11000.0,
2025-07-21,Kebutuhan,Food,Lunch,Geprek Bensu,39000.0,
2025-07-22,Kebutuhan,Household,Appliances,Matahari Dept Store,185000.0,
2025-07-22,Kebutuhan,Food,Dinner,Warung Pak Budi,53000.0,
2025-07-22,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,24000.0,
2025-07-22,Keinginan,Relationship,Girlfriend,Senayan City,359000.0,
2025-07-22,Kebutuhan,Food,Dinner,RM Sunda Kelapa,79000.0,
2025-07-23,Kebutuhan,Food,Lunch,Kantin Pak RT,66000.0,
2025-07-23,Kebutuhan,Gift,Charity,Yayasan Peduli,247000.0,
2025-07-23,Kebutuhan,Transportation,Fuel,Shell,65000.0,
2025-07-23,Keinginan,Food,Beverages,Chatime,14000.0,
2025-07-23,Keinginan,Transportation,Taxi,Blue Bird,131000.0,
2025-07-24,Kebutuhan,Transportation,Toll,e-Toll Mandiri,51000.0,
2025-07-24,Kebutuhan,Food,Beverages,Lawson,24000.0,
2025-07-24,Keinginan,Transportation,Motorcycle,Custom Accessories,158000.0,
2025-07-25,Keinginan,Transportation,Toll,e-Toll,15000.0,
2025-07-25,Keinginan,Food,Lunch,KFC,85000.0,
2025-07-25,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,42000.0,
2025-07-25,Keinginan,Relationship,Girlfriend,AEON Mall,269000.0,
2025-07-25,Keinginan,Pet,Grooming,Fluffy Grooming,148000.0,
2025-07-26,Keinginan,Food,Lunch,A&W,97000.0,
2025-07-26,Keinginan,Culture,Music,Concert Ticket,297000.0,
2025-07-27,Keinginan,Pet,Vet,Jakarta Animal Hospital,403000.0,
2025-07-27,Keinginan,Pet,Vet,Klinik Hewan Sehat,219000.0,
2025-07-28,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,68000.0,
2025-07-28,Keinginan,Pet,Medicine,Petshop Paws,88000.0,
2025-07-28,Keinginan,Life,Travel,Traveloka,567000.0,
2025-07-29,Kebutuhan,Food,Dinner,Warteg Bu Siti,36000.0,
2025-07-30,Keinginan,Culture,Books,Gramedia,54000.0,
2025-07-30,Keinginan,Relationship,Social,Restoran Sindang Reret,121000.0,
2025-07-30,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,28000.0,
2025-07-30,Keinginan,Relationship,Girlfriend,Senayan City,362000.0,
2025-07-30,Keinginan,Pet,Medicine,Vet Apothecary,70000.0,
2025-07-31,Kebutuhan,Food,Dinner,Warteg Bu Siti,72000.0,
2025-07-31,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,182000.0,
2025-07-31,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,393000.0,
2025-07-31,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,71000.0,
2025-08-01,Kebutuhan,Food,Lunch,Bakso Akbar,45000.0,
2025-08-01,Keinginan,Life,Travel,AirAsia,1942000.0,
2025-08-01,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,107000.0,
2025-08-01,Kebutuhan,Food,Dinner,RM Sunda Kelapa,102000.0,
2025-08-02,Kebutuhan,Transportation,Parking,Secure Parking,11000.0,
2025-08-02,Keinginan,"Communication, PC",Devices,iStyle,254000.0,
2025-08-02,Kebutuhan,Household,Electric,PLN Token,351000.0,
2025-08-02,Keinginan,Relationship,Girlfriend,Plaza Indonesia,374000.0,
2025-08-02,Keinginan,Food,Beverages,Kopi Kenangan,35000.0,
2025-08-02,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,58000.0,
2025-08-02,Kebutuhan,Gift,Charity,Baznas,120000.0,
2025-08-03,Keinginan,Pet,Grooming,Cat Spa Jakarta,172000.0,
2025-08-04,Keinginan,Life,Travel,Tiket.com,455000.0,
2025-08-04,Keinginan,Relationship,Girlfriend,Senayan City,150000.0,
2025-08-05,Keinginan,Relationship,Parents,OVO Transfer,156000.0,
2025-08-05,Kebutuhan,Food,Breakfast,Family Mart,30000.0,
2025-08-05,Kebutuhan,Food,Beverages,Circle K,11000.0,
2025-08-06,Keinginan,Relationship,Girlfriend,AEON Mall,72000.0,
2025-08-07,Keinginan,Relationship,Girlfriend,AEON Mall,256000.0,
2025-08-07,Keinginan,Pet,Vet,Drh. Pratama Clinic,244000.0,
2025-08-07,Keinginan,Life,Travel,AirAsia,1204000.0,
2025-08-07,Kebutuhan,Food,Beverages,Indomaret,9000.0,
2025-08-08,Keinginan,Relationship,Work Colleagues,Kantin Kantor,83000.0,
2025-08-08,Keinginan,Pet,Food,Petco,171000.0,
2025-08-08,Keinginan,Food,Beverages,Fore Coffee,12000.0,
2025-08-09,Kebutuhan,Transportation,Fuel,Vivo,54000.0,
2025-08-09,Keinginan,Food,Beverages,Janji Jiwa,16000.0,
2025-08-10,Kebutuhan,Food,Beverages,Lawson,7000.0,
2025-08-10,Kebutuhan,Relationship,Parents,Transfer Mandiri,397000.0,
2025-08-10,Keinginan,Relationship,Girlfriend,Plaza Indonesia,149000.0,
2025-08-10,Keinginan,Food,Beverages,Teh Pucuk,46000.0,
2025-08-10,Kebutuhan,Apparel,Laundry,Express Laundry,24000.0,
2025-08-10,Keinginan,Relationship,Girlfriend,Plaza Indonesia,282000.0,
2025-08-10,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,72000.0,
2025-08-11,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,250000.0,
2025-08-11,Kebutuhan,Beauty,Beauty,Barbershop Rapi,74000.0,
2025-08-11,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,182000.0,
2025-08-12,Keinginan,Life,Work,Figma,207000.0,
2025-08-12,Kebutuhan,Food,Dinner,Warung Pak Budi,113000.0,
2025-08-12,Keinginan,Relationship,Girlfriend,Senayan City,337000.0,
2025-08-13,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,117000.0,
2025-08-13,Kebutuhan,Food,Dinner,Warteg Bu Siti,32000.0,
2025-08-13,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,300000.0,
2025-08-13,Kebutuhan,Transportation,Fuel,Vivo,96000.0,
2025-08-13,Kebutuhan,Transportation,Toll,Flazz BCA,23000.0,
2025-08-14,Kebutuhan,Food,Dinner,Warteg Bu Siti,27000.0,
2025-08-14,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,304000.0,
2025-08-15,Keinginan,Relationship,Girlfriend,Plaza Indonesia,243000.0,
2025-08-15,Keinginan,Relationship,Girlfriend,Plaza Indonesia,341000.0,
2025-08-16,Kebutuhan,Food,Dinner,RM Sunda Kelapa,34000.0,
2025-08-16,Kebutuhan,Household,Electric,PLN Token,408000.0,
2025-08-17,Kebutuhan,Food,Dinner,Warung Pak Budi,40000.0,
2025-08-17,Keinginan,Relationship,Girlfriend,Senayan City,91000.0,
2025-08-17,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,27000.0,
2025-08-17,Keinginan,Food,Beverages,Chatime,47000.0,
2025-08-17,Keinginan,Food,Beverages,Teh Pucuk,40000.0,
